x,V,Ib,gap_mm,D_mm,t,width,height,width_in,height_in,Ia,IE,config,test,duration2,Iameas,Wh,D_in,IEmeas,Ia2002,IE2002,Ibf1,IErate,IEratemeas,joules,energyratio
3,14.4,4.118,254.0,838.2,335.7,914.4,914.4,36,36,3.722993907,3.691006808,EPRI Transformer,101,335.7,4.4,243.0,33,3.6,4.057482678,1.77196635,4311.050388,10.994956234733392,10.723860589812332,874800.0,4.11522633744856
3,14.4,4.118,254.0,838.2,667.8,914.4,914.4,36,36,3.722993907,7.342431773,EPRI Transformer,103,667.8,4.3,522.0,33,8.6,4.057482678,3.524930381,4366.099982,10.994956233902368,12.87810721772986,1.8792e6,4.576415495955726
3,14.4,4.118,254.0,838.2,668.4,914.4,914.4,36,36,3.722993907,7.349028747,EPRI Transformer,104,668.4,4.3,470.0,33,7.1,4.057482678,3.528097434,4468.017639,10.994956234290845,10.622381807301018,1.692e6,4.196217494089835
3,14.4,4.118,254.0,838.2,1001.0,914.4,914.4,36,36,3.722993907,11.00595119,EPRI Transformer,105,1001.0,4.3,846.0,33,12.6,4.057482678,5.283700675,4270.207981,10.994956233766231,12.587412587412587,3.0456e6,4.137115839243498
3,14.4,2.082,254.0,838.2,329.5,914.4,914.4,36,36,1.885618761,1.733568186,EPRI Transformer,106,329.5,2.2,144.0,33,1.2,2.075327079,0.84256739,2080.470777,5.261208455235205,3.6418816388467374,518400.0,2.314814814814815
3,14.4,2.082,254.0,838.2,331.7,914.4,914.4,36,36,1.885618761,1.745142844,EPRI Transformer,107,331.7,2.2,155.0,33,1.3,2.075327079,0.84819303,2101.776405,5.261208453421767,3.9192041000904436,558000.0,2.3297491039426523
3,14.4,2.082,254.0,838.2,335.3,914.4,914.4,36,36,1.885618761,1.764083195,EPRI Transformer,108,335.3,2.1,157.0,33,1.4,2.075327079,0.857398622,2131.612002,5.261208455114822,4.17536534446764,565200.0,2.4769992922859165
3,14.4,2.082,254.0,838.2,668.5,914.4,914.4,36,36,1.885618761,3.517117852,EPRI Transformer,109,668.5,2.1,289.0,33,4.7,2.075327079,1.709427315,2147.42247,5.26120845474944,7.030665669409125,1.0404e6,4.517493271818531
3,14.4,2.082,254.0,838.2,665.2,914.4,914.4,36,36,1.885618761,3.499755864,EPRI Transformer,110,665.2,2.1,300.0,33,2.3,2.075327079,1.700988855,2097.778297,5.261208454600119,3.4576067348165958,1.08e6,2.1296296296296293
3,14.4,2.082,254.0,838.2,661.9,914.4,914.4,36,36,1.885618761,3.482393876,EPRI Transformer,111,661.9,2.1,282.0,33,3.0,2.075327079,1.692550396,2082.965519,5.261208454449313,4.532406707961928,1.0152e6,2.955082742316785
3,14.4,4.118,254.0,838.2,328.7,914.4,914.4,36,36,3.722993907,3.614042114,EPRI Transformer,112,328.7,4.4,281.0,33,3.5,4.057482678,1.735017395,4338.534199,10.994956233647704,10.64800730149072,1.0116e6,3.4598655595096877
3,14.4,4.118,254.0,838.2,335.2,914.4,914.4,36,36,3.722993907,4.242040624,EPRI Transformer,113,335.2,4.3,322.0,33,2.4,4.057482678,1.769327139,4384.169902,12.655252458233893,7.159904534606206,1.1592e6,2.070393374741201
3,14.4,4.118,254.0,838.2,334.3,914.4,914.4,36,36,3.722993907,3.675613869,EPRI Transformer,114,334.3,4.4,285.0,33,2.2,4.057482678,1.764576559,4439.961597,10.994956233921627,6.580915345498056,1.026e6,2.144249512670566
3,14.4,4.118,254.0,838.2,667.3,914.4,914.4,36,36,3.722993907,7.336934295,EPRI Transformer,115,667.3,4.3,775.0,33,9.4,4.057482678,3.522291169,4433.206127,10.994956234077627,14.086617713172487,2.79e6,3.3691756272401436
3,14.4,4.118,254.0,838.2,667.4,914.4,914.4,36,36,3.722993907,7.338033791,EPRI Transformer,116,667.4,4.2,1040.0,33,9.2,4.057482678,3.522819012,4393.57734,10.994956234641895,13.784836679652381,3.744e6,2.457264957264957
3,14.4,4.118,254.0,838.2,662.9,914.4,914.4,36,36,3.722993907,7.288556488,EPRI Transformer,117,662.9,4.4,486.0,33,4.5,4.057482678,3.499066112,4325.074768,10.994956234726203,6.788354201236989,1.7496e6,2.57201646090535
3,14.4,4.118,254.0,838.2,1002.2,914.4,914.4,36,36,3.722993907,11.01914514,EPRI Transformer,118,1002.2,4.4,789.0,33,10.0,4.057482678,5.290034782,4434.493246,10.994956236280181,9.978048293753742,2.8404e6,3.5206308970567526
1,14.4,7.1,254.0,762.0,333.3333333,914.4,914.4,36,36,6.688603843,3.695094067,EPRI PMH-43-example,,,,,,,6.931176478,3.44385464,,11.085282202108528,,,
2,14.4,7.0,254.0,762.0,333.3333333,914.4,914.4,36,36,6.754363819,7.482098998,EPRI PMH-43-example,,,,,,,6.835202308,3.392334948,,22.44629699624463,,,
3,14.4,7.4,254.0,762.0,333.3333333,914.4,914.4,36,36,6.683978591,8.089453661,EPRI PMH-43-example,,,,,,,7.218962412,3.598684138,,24.26836098542684,,,
1,14.4,7.1,254.0,1219.2,333.3333333,914.4,914.4,36,36,6.688603843,1.768344719,EPRI PMH-43-example,,,,,,,6.931176478,2.179897479,,5.305034157530503,,,
2,14.4,7.0,254.0,1219.2,333.3333333,914.4,914.4,36,36,6.754363819,2.695262522,EPRI PMH-43-example,,,,,,,6.835202308,2.147286449,,8.08578756680858,,,
3,14.4,7.4,254.0,1219.2,333.3333333,914.4,914.4,36,36,6.683978591,3.717103152,EPRI PMH-43-example,,,,,,,7.218962412,2.277901741,,11.151309457115131,,,
3,14.4,6.118,254.0,2438.4,327.5,914.4,914.4,36,36,5.500568858,0.944120942,EPRI PMH-43,50,327.5,7.45,,96,1.0,5.987659724,0.931470403,6949.676599,2.882812036641221,3.0534351145038165,,
3,14.4,6.118,254.0,2438.4,328.6,914.4,914.4,36,36,5.500568858,0.947292035,EPRI PMH-43,51,328.6,6.9,,96,1.3,5.987659724,0.934599005,6921.404027,2.8828120359099207,3.9561777236762024,,
3,14.4,6.118,254.0,1219.2,330.4,914.4,914.4,36,36,5.500568858,2.998565152,EPRI PMH-43,52,330.4,6.8,,48,4.9,5.987659724,1.844590552,6915.233417,9.075560387409201,14.830508474576273,,
3,14.4,6.118,254.0,1219.2,335.1,914.4,914.4,36,36,5.500568858,3.041220286,EPRI PMH-43,53,335.1,6.75,,48,3.8,5.987659724,1.870830188,4783.747195,9.075560387943897,11.339898537749924,,
3,14.4,6.118,254.0,762.0,334.8,914.4,914.4,36,36,5.500568858,6.612617211,EPRI PMH-43,54,334.8,7.0,,30,7.6,5.987659724,2.952936675,6936.359745,19.750947464157708,22.70011947431302,,
3,14.4,6.118,254.0,762.0,329.1,914.4,914.4,36,36,5.500568858,6.50003681,EPRI PMH-43,55,329.1,6.65,,30,8.1,5.987659724,2.902662663,5765.646586,19.75094746277727,24.61257976298997,,
3,14.4,4.118,254.0,0.0,84.6,914.4,914.4,36,36,3.703563664,,EPRI PMH-43,56,84.6,4.3,,,,4.057482678,,,,,,
3,14.4,4.118,254.0,762.0,328.0,914.4,914.4,36,36,3.703563664,4.222317121,EPRI PMH-43,57,328.0,4.5,,30,3.6,4.057482678,1.899560173,4395.239038,12.872918051829267,10.975609756097562,,
3,14.4,4.118,254.0,762.0,325.5,914.4,914.4,36,36,3.703563664,4.190134826,EPRI PMH-43,58,325.5,4.4,,30,2.6,4.057482678,1.885081818,4395.562669,12.872918052227345,7.987711213517665,,
3,14.4,4.118,254.0,1219.2,327.0,914.4,914.4,36,36,3.703563664,1.934239939,EPRI PMH-43,59,327.0,4.5,,48,1.3,4.057482678,1.198721297,4396.585021,5.915106847094801,3.975535168195719,,
3,14.4,4.118,254.0,1219.2,326.6,914.4,914.4,36,36,3.703563664,1.931873897,EPRI PMH-43,60,326.6,4.5,,48,1.4,4.057482678,1.197254971,4412.828566,5.915106849357012,4.286589099816289,,
3,14.4,4.118,254.0,1219.2,668.3,914.4,914.4,36,36,3.703563664,3.953065907,EPRI PMH-43,61,668.3,4.233333333,,48,3.9,4.057482678,2.44986374,4408.789329,5.915106848720635,5.83570252880443,,
3,14.4,4.118,254.0,2438.4,668.3,914.4,914.4,36,36,3.703563664,1.255674381,EPRI PMH-43,62,668.3,4.3,,96,0.2,4.057482678,1.248072299,4394.228427,1.8789082462965736,0.29926679634894515,,
3,14.4,4.118,254.0,2438.4,687.0,914.4,914.4,36,36,3.703563664,1.290809965,EPRI PMH-43,63,687.0,4.25,,96,0.6,4.057482678,1.282995166,4390.691698,1.878908245997089,0.8733624454148472,,
3,14.4,9.0,254.0,2438.4,90.6,914.4,914.4,36,36,8.095215548,0.396791616,EPRI PMH-43,64,90.6,9.6,,96,0.2,8.750651472,0.388344066,,4.379598410596027,2.2075055187637975,,
3,14.4,9.0,254.0,2438.4,82.4,914.4,914.4,36,36,8.095215548,0.360878909,EPRI PMH-43,65,82.4,9.6,,96,0.1,8.750651472,0.353195928,,4.379598410194175,1.2135922330097086,,
3,14.4,9.0,254.0,1219.2,60.0,914.4,914.4,36,36,8.095215548,0.827261912,EPRI PMH-43,66,60.0,10.6,,48,0.7,8.750651472,0.50482623,,13.787698533333334,11.666666666666666,,
3,14.4,9.0,254.0,1219.2,163.8,914.4,914.4,36,36,8.095215548,2.258425018,EPRI PMH-43,67,163.8,9.9,,48,1.6,8.750651472,1.378175608,,13.787698522588522,9.768009768009769,,
3,14.4,9.0,254.0,762.0,62.1,914.4,914.4,36,36,8.095215548,1.863365796,EPRI PMH-43,68,62.1,11.2,,30,3.3,8.750651472,0.825450443,,30.00589043478261,53.14009661835748,,
3,14.4,9.0,254.0,762.0,62.0,914.4,914.4,36,36,8.095215548,1.860365207,EPRI PMH-43,69,62.0,11.2,,30,2.0,8.750651472,0.824121215,,30.00589043548387,32.25806451612903,,
3,14.4,9.0,254.0,762.0,98.5,914.4,914.4,36,36,8.095215548,2.955580208,EPRI PMH-43,70,98.5,9.45,,30,5.7,8.750651472,1.30928935,,30.005890436548224,57.86802030456853,,
3,14.4,9.0,254.0,762.0,162.4,914.4,914.4,36,36,8.095215548,4.872956607,EPRI PMH-43,71,162.4,10.0,,30,8.4,8.750651472,2.158665893,,30.005890437192114,51.724137931034484,,
3,14.4,9.0,254.0,762.0,160.5,914.4,914.4,36,36,8.095215548,4.815945416,EPRI PMH-43,72,160.5,9.9,,30,8.5,8.750651472,2.133410565,,30.0058904423676,52.9595015576324,,
3,14.4,9.0,254.0,1524.0,231.8,914.4,914.4,36,36,8.095215548,2.209364016,EPRI PMH-43,75,231.8,7.4,,60,0.9,8.750651472,1.569678286,,9.531337428817945,3.882657463330457,,
3,14.4,9.0,254.0,1524.0,79.0,914.4,914.4,36,36,8.095215548,0.752975657,EPRI PMH-43,76,79.0,8.7,,60,0.2,8.750651472,0.534963696,,9.531337430379747,2.5316455696202533,,
3,14.4,9.0,254.0,1524.0,91.8,914.4,914.4,36,36,8.095215548,0.874976776,EPRI PMH-43,77,91.8,7.7,,60,0.2,8.750651472,0.621641358,,9.5313374291939,2.1786492374727673,,
3,14.4,9.0,254.0,1219.2,249.5,914.4,914.4,36,36,8.095215548,3.440030782,EPRI PMH-43,78,249.5,8.95,,48,1.6,8.750651472,2.09923574,,13.7876985250501,6.412825651302605,,
3,14.4,9.0,254.0,1219.2,250.9,914.4,914.4,36,36,8.095215548,3.45933356,EPRI PMH-43,79,250.9,7.6,,48,1.3,8.750651472,2.111015018,,13.787698525308887,5.181347150259067,,
3,14.4,9.0,254.0,914.4,248.6,914.4,914.4,36,36,8.095215548,5.517004729,EPRI PMH-43,80,248.6,7.5,,36,2.9,8.750651472,2.767305949,,22.19229577232502,11.66532582461786,,
3,14.4,9.0,254.0,914.4,245.6,914.4,914.4,36,36,8.095215548,5.450427842,EPRI PMH-43,81,245.6,7.9,,36,2.3,8.750651472,2.733911267,,22.192295773615633,9.364820846905536,,
3,14.4,2.082,254.0,914.4,252.4,914.4,914.4,36,36,1.874255609,1.149884421,EPRI PMH-43,82,252.4,2.2,,36,1.0,2.075327079,0.593021322,,4.555801984944533,3.9619651347068148,,
3,14.4,2.082,254.0,914.4,495.3,914.4,914.4,36,36,1.874255609,2.256488724,EPRI PMH-43,83,495.3,2.2,,36,1.3,2.075327079,1.16372211,,4.555801986674743,2.6246719160104988,,
3,14.4,2.082,254.0,914.4,495.4,914.4,914.4,36,36,1.874255609,2.256944304,EPRI PMH-43,84,495.4,2.2,,36,1.5,2.075327079,1.163957063,,4.5558019862737185,3.0278562777553493,,
3,14.4,2.082,254.0,1219.2,494.9,914.4,914.4,36,36,1.874255609,1.400786682,EPRI PMH-43,85,494.9,2.2,,48,0.6,2.075327079,0.87888696,,2.830443891695292,1.2123661345726409,,
3,14.4,2.082,254.0,1219.2,502.6,914.4,914.4,36,36,1.874255609,1.4225811,EPRI PMH-43,86,502.6,2.2,,48,0.6,2.075327079,0.892561298,,2.830443891762833,1.193792280143255,,
3,14.4,2.082,254.0,1524.0,501.6,914.4,914.4,36,36,1.874255609,0.981463762,EPRI PMH-43,87,501.6,2.1,,60,0.2,2.075327079,0.716934785,,1.9566661921850077,0.39872408293460926,,
3,14.4,2.082,254.0,1524.0,501.5,914.4,914.4,36,36,1.874255609,0.981268095,EPRI PMH-43,88,501.5,2.2,,60,0.2,2.075327079,0.716791855,,1.9566661914257226,0.39880358923230314,,
3,14.4,6.118,254.0,1524.0,328.3,914.4,914.4,36,36,5.500568858,2.059712094,EPRI PMH-43,89,328.3,7.0,,60,1.1,5.987659724,1.475154068,,6.273871745354858,3.350593968930856,,
3,14.4,6.118,254.0,1524.0,327.3,914.4,914.4,36,36,5.500568858,2.053438222,EPRI PMH-43,90,327.3,7.0,,60,0.9,5.987659724,1.470660757,,6.273871744576841,2.749770852428964,,
3,14.4,6.118,254.0,914.4,331.0,914.4,914.4,36,36,5.500568858,4.835169923,EPRI PMH-43,91,331.0,6.9,,36,0.1,5.987659724,2.444856231,,14.607764117824773,0.3021148036253776,,
3,14.4,4.118,254.0,914.4,498.9,914.4,914.4,36,36,3.703563664,4.749920606,EPRI PMH-43,92,498.9,4.2,,36,4.7,4.057482678,2.419632244,,9.520786943275207,9.420725596311886,,
3,14.4,4.118,254.0,914.4,498.5,914.4,914.4,36,36,3.703563664,4.746112291,EPRI PMH-43,93,498.5,4.25,,36,5.3,4.057482678,2.41769227,,9.520786942828485,10.631895687061183,,
3,14.4,4.118,254.0,914.4,501.0,914.4,914.4,36,36,3.703563664,4.769914258,EPRI PMH-43,94,501.0,4.25,,36,4.1,4.057482678,2.429817106,,9.52078694211577,8.183632734530937,,
3,14.4,4.118,254.0,1219.2,503.8,914.4,914.4,36,36,3.703563664,2.98003083,EPRI PMH-43,95,503.8,4.4,,48,1.8,4.057482678,1.846837277,,5.915106847955538,3.5728463676061932,,
3,14.4,4.118,254.0,1219.2,500.0,914.4,914.4,36,36,3.703563664,2.957553424,EPRI PMH-43,96,500.0,4.2,,48,2.9,4.057482678,1.832907182,,5.915106848,5.8,,
3,14.4,4.118,254.0,1219.2,499.8,914.4,914.4,36,36,3.703563664,2.956370403,EPRI PMH-43,97,499.8,4.2,,48,2.9,4.057482678,1.832174019,,5.915106848739496,5.802320928371349,,
3,14.4,4.118,254.0,1524.0,501.5,914.4,914.4,36,36,3.703563664,2.050669869,EPRI PMH-43,98,501.5,4.9,,60,2.4,4.057482678,1.479612404,,4.089072520438684,4.785643070787637,,
3,14.4,4.118,254.0,1524.0,496.5,914.4,914.4,36,36,3.703563664,2.336799086,EPRI PMH-43,99,496.5,4.3,,60,1.5,4.057482678,1.464860535,,4.706543979859013,3.0211480362537766,,
3,14.4,4.118,254.0,1524.0,747.9,914.4,914.4,36,36,3.703563664,3.079426089,EPRI PMH-43,100,747.9,4.3,,60,2.3,4.057482678,2.20658448,,4.117430256718813,3.07527744350849,,
3,14.4,6.118,254.0,914.4,497.9,914.4,914.4,36,36,5.500568858,7.32364547,EPRI PMH-43,101,497.9,6.5,,36,8.3,5.987659724,3.677625129,,14.709069029925688,16.670014059048004,,
3,14.4,6.118,254.0,1219.2,751.3,914.4,914.4,36,36,5.500568858,6.865754629,EPRI PMH-43,102,751.3,6.5,,48,6.2,5.987659724,4.194433662,,9.138499439637963,8.25236257154266,,
3,14.4,6.118,254.0,1219.2,496.375,914.4,914.4,36,36,5.500568858,4.53612266,EPRI PMH-9,2,496.375,6.9,758.0,48,8.12882,5.987659724,2.771212577,6945.230497,9.138499440946866,16.376368672878368,2.7288e6,2.9788991498094397
3,14.4,6.118,254.0,1219.2,495.125,914.4,914.4,36,36,5.500568858,4.524699535,EPRI PMH-9,3,495.125,6.9,786.0,48,8.201692,5.987659724,2.76423395,6890.380365,9.13849943953547,16.564891694016662,2.8296e6,2.8985340684195644
3,14.4,6.118,254.0,1219.2,499.25,914.4,914.4,36,36,5.500568858,4.562395845,EPRI PMH-9,4,499.25,6.4,973.0,48,9.614174,5.987659724,2.787263417,6831.301666,9.138499439158739,19.257233850776164,3.5028e6,2.7447110882722394
3,14.4,6.118,254.0,1219.2,503.375,914.4,914.4,36,36,5.500568858,4.600092156,EPRI PMH-9,5,503.375,6.2,1603.0,48,10.291396,5.987659724,2.810292885,6082.357354,9.13849944077477,20.444789669729328,5.7708e6,1.7833569002564638
3,14.4,6.118,254.0,1524.0,501.625,914.4,914.4,36,36,5.500568858,3.168956281,EPRI PMH-9,6,501.625,6.2,1288.0,60,8.279984,5.987659724,2.253957232,6097.088036,6.317381073511088,16.506322452030904,4.6368e6,1.7857108350586612
3,14.4,6.118,254.0,1524.0,500.125,914.4,914.4,36,36,5.500568858,3.15948021,EPRI PMH-9,7,500.125,6.8,663.0,60,3.436426,5.987659724,2.247217266,6859.690942,6.317381074731317,6.871134216445888,2.3868e6,1.4397628624099212
3,14.4,6.118,254.0,1524.0,495.5,914.4,914.4,36,36,5.500568858,3.130262322,EPRI PMH-9,8,495.5,7.0,654.0,60,4.61205,5.987659724,2.226435701,6922.911192,6.3173810736629665,9.307870837537841,2.3544e6,1.9589067278287462
3,14.4,6.118,254.0,1524.0,501.125,914.4,914.4,36,36,5.500568858,3.165797591,EPRI PMH-9,9,501.125,6.8,789.0,60,4.858686,5.987659724,2.251710577,6944.985494,6.3173810745821894,9.695556996757295,2.8404e6,1.7105640050697084
3,14.4,6.118,254.0,1524.0,495.125,914.4,914.4,36,36,5.500568858,3.127893304,EPRI PMH-9,10,495.125,6.9,688.0,60,4.758812,5.987659724,2.22475071,6870.949287,6.317381073466297,9.611334511486998,2.4768e6,1.9213549741602067
3,14.4,6.118,254.0,1524.0,495.625,914.4,914.4,36,36,5.500568858,3.131051995,EPRI PMH-9,11,495.625,6.6,660.0,60,4.240052,5.987659724,2.226997365,6787.02267,6.317381074401009,8.554959899117277,2.376e6,1.7845336700336702
3,14.4,0.0,254.0,0.0,0.0,914.4,914.4,36,36,,,EPRI PMH-9,12,,,,,,,,,,,,
3,14.4,6.118,254.0,1219.2,502.0,914.4,914.4,36,36,5.500568858,4.587526719,EPRI PMH-9,13,502.0,6.5,532.0,48,9.902479,5.987659724,2.802616396,6265.634746,9.138499440239045,19.726053784860554,1.9152e6,5.17046731411863
3,14.4,6.118,254.0,1219.2,503.375,914.4,914.4,36,36,5.500568858,4.600092156,EPRI PMH-9,14,503.375,6.8,706.0,48,5.426006,5.987659724,2.810292885,6855.645434,9.13849944077477,10.779252048671468,2.5416e6,2.1348780295876613
3,14.4,6.118,254.0,1219.2,498.625,914.4,914.4,36,36,5.500568858,4.556684283,EPRI PMH-9,15,498.625,6.8,737.0,48,8.123548,5.987659724,2.783774104,6923.532242,9.13849943945851,16.29189872148408,2.6532e6,3.061792552389567
3,14.4,6.118,254.0,914.4,502.625,914.4,914.4,36,36,5.500568858,7.393145821,EPRI PMH-9,16,502.625,6.9,807.393326,36,15.232487,5.987659724,3.712525267,6900.846299,14.709069029594628,30.305868191992044,2.9066159736e6,5.240625916306978
3,14.4,6.118,254.0,914.4,502.625,914.4,914.4,36,36,5.500568858,7.393145821,EPRI PMH-9,17,502.625,6.9,741.0,36,12.603232,5.987659724,3.712525267,6893.361457,14.709069029594628,25.074821188759017,2.6676e6,4.724558404558405
3,14.4,4.118,254.0,914.4,500.5,914.4,914.4,36,36,3.703563664,4.798200229,EPRI PMH-9,18,500.5,4.1,846.0,36,9.566894,4.057482678,2.427392139,4072.409352,9.586813644355646,19.114673326673326,3.0456e6,3.1412181507748884
3,14.4,4.118,254.0,914.4,501.25,914.4,914.4,36,36,3.703563664,4.805390339,EPRI PMH-9,19,501.25,4.4,417.0,36,7.889163,4.057482678,2.43102959,4436.626697,9.586813643890274,15.73897855361596,1.5012e6,5.255237809752198
3,14.4,4.118,254.0,1219.2,500.75,914.4,914.4,36,36,3.703563664,2.982531167,EPRI PMH-9,20,500.75,4.3,415.0,48,3.650422,4.057482678,1.835656543,4405.519525,5.956128141787318,7.289909136295556,1.494e6,2.443388219544846
3,14.4,4.118,254.0,1219.2,495.25,914.4,914.4,36,36,3.703563664,2.949772462,EPRI PMH-9,21,495.25,4.5,407.0,48,4.659287,4.057482678,1.815494564,4423.159737,5.956128141342756,9.40794952044422,1.4652e6,3.179966557466557
3,14.4,4.118,254.0,1219.2,496.0,914.4,914.4,36,36,3.703563664,2.954239558,EPRI PMH-9,22,496.0,4.4,497.0,48,4.37023,4.057482678,1.818243925,4397.426428,5.956128141129032,8.810947580645161,1.7892e6,2.442560921082048
3,14.4,4.118,254.0,1219.2,500.25,914.4,914.4,36,36,3.703563664,2.979553103,EPRI PMH-9,23,500.25,4.4,402.0,48,2.852533,4.057482678,1.833823636,4429.491532,5.956128141929036,5.702214892553723,1.4472e6,1.9710703427307907
3,14.4,4.118,254.0,1524.0,501.875,914.4,914.4,36,36,3.703563664,2.06643531,EPRI PMH-9,24,501.875,4.4,466.0,60,2.935413,4.057482678,1.480718794,4456.544345,4.117430256537983,5.848892652552927,1.6776e6,1.7497693133047212
3,14.4,4.118,254.0,1524.0,499.375,914.4,914.4,36,36,3.703563664,2.056141735,EPRI PMH-9,25,499.375,4.3,424.0,60,2.25223,4.057482678,1.47334286,4397.362401,4.117430257822278,4.510097622027534,1.5264e6,1.4755175576519914
3,14.4,4.118,254.0,1524.0,748.875,914.4,914.4,36,36,3.703563664,3.083440584,EPRI PMH-9,26,748.875,4.4,648.0,60,4.558863,4.057482678,2.209461094,4434.570625,4.117430257386078,6.087615423134702,2.3328e6,1.9542451131687242
3,14.4,4.118,254.0,1524.0,753.625,914.4,914.4,36,36,3.703563664,3.102998378,EPRI PMH-9,27,753.625,4.4,675.0,60,3.773703,4.057482678,2.223475369,4410.935839,4.1174302577541875,5.007401559130868,2.43e6,1.5529641975308641
3,14.4,4.118,254.0,914.4,496.75,914.4,914.4,36,36,3.703563664,4.762249677,EPRI PMH-9,28,496.75,4.3,387.0,36,4.601941,4.057482678,2.409204885,4325.778001,9.586813642677402,9.264098641167589,1.3932e6,3.3031445592879702
3,14.4,4.118,254.0,914.4,1002.625,914.4,914.4,36,36,3.703563664,9.611979029,EPRI PMH-9,29,1002.625,4.3,859.0,36,18.576535,4.057482678,4.862665422,4315.060597,9.586813643186636,18.52789926443087,3.0924e6,6.007157870909326
3,14.4,4.118,254.0,1219.2,999.0,914.4,914.4,36,36,3.703563664,5.950172013,EPRI PMH-9,30,999.0,4.2,891.0,48,10.48446,4.057482678,3.66214855,4288.069275,5.956128141141142,10.494954954954954,3.2076e6,3.2686307519640856
3,14.4,4.118,254.0,1524.0,997.875,914.4,914.4,36,36,3.703563664,4.108680718,EPRI PMH-9,31,997.875,4.3,847.0,60,5.280177,4.057482678,2.944104142,4325.022355,4.117430257296755,5.291421270199173,3.0492e6,1.731659779614325
3,14.4,4.118,254.0,914.4,1000.0,914.4,914.4,36,36,3.703563664,9.586813644,EPRI PMH-9,32,1000.0,4.3,607.0,36,8.243575,4.057482678,4.849934344,4316.963958,9.586813644,8.243575,2.1852e6,3.772457898590518
3,14.4,6.118,254.0,914.4,500.375,914.4,914.4,36,36,5.500568858,7.360050416,EPRI PMH-9,33,500.375,6.5,654.0,36,12.751264,5.987659724,3.695906153,6641.376463,14.70906903022733,25.483415438421186,2.3544e6,5.415929323819232
3,14.4,6.118,254.0,914.4,502.625,914.4,914.4,36,36,5.500568858,7.393145821,EPRI PMH-9,34,502.625,6.5,646.0,36,11.648974,5.987659724,3.712525267,6490.808164,14.709069029594628,23.176272569012685,2.3256e6,5.009018747850017
3,14.4,6.118,254.0,914.4,502.375,914.4,914.4,36,36,5.500568858,7.338575499,EPRI PMH-9,35,502.375,6.6,750.0,36,14.28578,5.987659724,3.710678698,6655.796537,14.607764118437421,28.436486688230904,2.7e6,5.291029629629629
3,14.4,6.118,254.0,1219.2,249.5,914.4,914.4,36,36,5.500568858,2.264352317,EPRI PMH-9,36,249.5,6.5,292.0,48,2.293526,5.987659724,1.392933846,6629.00936,9.075560388777555,9.192488977955911,1.0512e6,2.1818169710806696
3,14.4,6.118,254.0,1219.2,252.625,914.4,914.4,36,36,5.500568858,2.292713443,EPRI PMH-9,37,252.625,6.5,312.0,48,3.478595,5.987659724,1.410380412,6480.098005,9.07556038792677,13.769797130133597,1.1232e6,3.0970397079772076
1,14.4,4.6,254.0,914.4,1002.0,914.4,914.4,36,36,4.333303141,7.105421784,EPRI PMH-9-example-29-30,,,,,,,4.523878669,5.466199161,,7.091239305389222,,,
2,14.4,4.5,254.0,914.4,1002.0,914.4,914.4,36,36,4.350880857,8.284200621,EPRI PMH-9-example-29-30,,,,,,,4.427187352,5.340013769,,8.267665290419162,,,
3,14.4,4.8,254.0,914.4,1002.0,914.4,914.4,36,36,4.33804194,11.25865548,EPRI PMH-9-example-29-30,,,,,,,4.717154886,5.71908226,,11.236183113772455,,,
1,14.4,4.6,254.0,1219.2,1002.0,914.4,914.4,36,36,4.333303141,3.510468687,EPRI PMH-9-example-29-30,,,,,,,4.523878669,4.131617045,,3.503461763473054,,,
2,14.4,4.5,254.0,1219.2,1002.0,914.4,914.4,36,36,4.350880857,5.114197629,EPRI PMH-9-example-29-30,,,,,,,4.427187352,4.036240038,,5.103989649700599,,,
3,14.4,4.8,254.0,1219.2,1002.0,914.4,914.4,36,36,4.33804194,6.994815591,EPRI PMH-9-example-29-30,,,,,,,4.717154886,4.322758291,,6.980853883233532,,,
