seq,Lab,Test Date,Trace/ID,Trace/ID_1,Test_Description,config,Voc,Ibf,gap_mm,D_mm,t,width_in,height_in,depth_in,Iameas,IEAve,IEmeas,IErate
488,4.16KV_S&C,40745,93,93,HCB -  20 - 12 - 42,HCB,4.16,20.9,76.2,1066.8,200.0,26,26.0,26,19.94542184,4.716759477,12.50014993,62.500749649999996
489,4.16KV_S&C,40745,94,94,HCB -  40 - 6 - 42,HCB,4.16,40.73333333,76.2,1066.8,100.0,26,26.0,26,38.56802775,9.692011137,15.80532234,158.0532234
490,4.16KV_S&C,40746,95,95,HCB -  40 - 12 - 42,HCB,4.16,40.874,76.2,1066.8,200.0,26,26.0,26,38.36991761,42.43984793,117.3528486,586.764243
491,4.16KV_S&C,40746,96,96,HCB -  40 -  6 - 33,HCB,4.16,40.99766667,76.2,838.2,100.0,26,26.0,26,38.65857443,6.403030628,10.89715142,108.9715142
492,4.16KV_S&C,40746,97,97,HCB -  40 -  12 - 33,HCB,4.16,40.35666667,76.2,838.2,200.0,26,26.0,26,38.87323527,18.84246091,37.48830585,187.44152925000003
493,4.16KV_S&C,40746,98,98,HCB -  20 -   6 - 33,HCB,4.16,20.94333333,76.2,838.2,100.0,26,26.0,26,20.13048133,3.746980081,5.612518741,56.12518741
494,4.16KV_S&C,40746,99,99,HCB -  20 -   12 - 33,HCB,4.16,20.90333333,76.2,838.2,200.0,26,26.0,26,20.31875364,6.611212251,16.07653673,80.38268365
495,4.16KV_S&C,40746,100,100,HCB -  20 - 6 - 24,HCB,4.16,20.69333333,76.2,609.6,100.0,26,26.0,26,20.19656154,2.958781324,9.055322339,90.55322339
496,4.16KV_S&C,40746,101,101,HCB -  20 - 12 - 24,HCB,4.16,20.86666667,76.2,609.6,200.0,26,26.0,26,20.47799059,5.792075391,13.50404798,67.5202399
497,4.16KV_S&C,40746,102,102,HCB -  40 - 6 - 24,HCB,4.16,40.85333333,76.2,609.6,100.0,26,26.0,26,38.83955082,9.484118655,19.84722639,198.4722639
498,4.16KV_S&C,40746,103,103,HCB -  40 - 12 - 24,HCB,4.16,40.77333333,76.2,609.6,200.0,26,26.0,26,39.49790754,21.65291283,52.8362069,264.1810345
499,4.16KV_S&C,40746,104,104,HCB -  63 - 6 - 42,HCB,4.16,62.12333333,76.2,1066.8,100.0,26,26.0,26,58.1677748,10.58458985,18.77856072,187.78560720000002
500,4.16KV_S&C,40746,105,105,HCB -  63 - 12 - 42,HCB,4.16,62.01,76.2,1066.8,200.0,26,26.0,26,59.62595932,24.18550011,69.24062969,346.20314845000007
501,4.16KV_S&C,40746,106,106,HCB -  63 - 6 - 33,HCB,4.16,61.86333333,76.2,838.2,100.0,26,26.0,26,58.24654755,15.02666524,29.63118441,296.3118441
502,4.16KV_S&C,40746,107,107,HCB -  63 - 12 - 33,HCB,4.16,61.9,76.2,838.2,200.0,26,26.0,26,59.77073446,30.91959734,52.49212894,262.46064470000005
503,4.16KV_S&C,40746,108,108,HCB -  63 - 6 - 24,HCB,4.16,62.2,76.2,609.6,100.0,26,26.0,26,58.2489527,9.875037481,19.37968516,193.79685160000002
504,4.16KV_S&C,40746,109,109,HCB -  63 - 12 - 24,HCB,4.16,62.16,76.2,609.6,208.3333333,26,26.0,26,59.66635778,30.65590062,57.48733133,275.9391904281503
505,13.8kV_S&C_15507,40994,15507_A01_010,10,VOA-10-6-3.00-36,VOA,14.83,10.8,76.2,914.4,113.41,open air,,open air,9.81178103,,0.81,7.142227316815096
506,13.8kV_S&C_15507,40994,15507_A01_011,11,VOA-10-12-3.00-36,VOA,14.83,10.8,76.2,914.4,215.79,open air,,open air,9.53076512,1.14348025,1.2555,5.818156541081608
507,13.8kV_S&C_15507,40994,15507_A01_012,12,VOA-10-6-3.00-27,VOA,14.83,10.8,76.2,685.8,113.25,open air,,open air,9.796829195,0.925984043,0.9855,8.701986754966887
508,13.8kV_S&C_15507,40994,15507_A01_013,13,VOA-10-12-3.00-27,VOA,14.83,10.8,76.2,685.8,215.51,open air,,open air,9.614522718,,1.782,8.268757830263098
509,13.8kV_S&C_15507,40994,15507_A01_014,14,VOA-10-6-3.00-18,VOA,14.83,10.8,76.2,457.2,113.78,open air,,open air,9.852835358,1.667145248,1.8495,16.255053612234136
510,13.8kV_S&C_15507,40994,15507_A01_015,15,VOA-10-12-3.00-18,VOA,14.83,10.8,76.2,457.2,216.09,open air,,open air,9.652178093,2.62920247,2.8485,13.1820074968763
511,13.8kV_S&C_15507,40994,15507_A01_016,16,VOA-20-6-3.00-36,VOA,14.54,20.32,76.2,914.4,115.82,open air,,open air,19.43786093,1.472784391,1.539,13.287860473147989
512,13.8kV_S&C_15507,40994,15507_A01_017,17,VOA-20-12-3.00-36,VOA,14.54,20.32,76.2,914.4,220.43,open air,,open air,19.71306923,66.98585699,2.781,12.616250056707344
513,13.8kV_S&C_15507,40994,15507_A01_018,18,VOA-20-6-3.00-27,VOA,14.54,20.32,76.2,685.8,115.46,open air,,open air,19.50186625,,2.4705,21.397020613199377
514,13.8kV_S&C_15507,40994,15507_A01_019,19,VOA-20-12-3.00-27,VOA,14.54,20.32,76.2,685.8,219.48,open air,,open air,19.7647733,3.565824496,3.9015,17.776107162383816
515,13.8kV_S&C_15507,40994,15507_A01_020,20,VOA-20-6-3.00-18,VOA,14.54,20.32,76.2,457.2,114.97,open air,,open air,19.49912363,3.9180784,4.266,37.10533182569366
516,13.8kV_S&C_15507,40994,15507_A01_021,21,VOA-20-12-3.00-18,VOA,14.54,20.32,76.2,457.2,220.22,open air,,open air,19.86333065,7.271820696,7.884,35.80056307329035
517,13.8kV_S&C_15507,40995,15507_A01_024,24,VOA-40-6-3.00-36,VOA,14.54,39.646,76.2,914.4,115.92,open air,,open air,38.57571299,3.136428606,3.456,29.81366459627329
518,13.8kV_S&C_15507,40995,15507_A01_025,25,VOA-40-12-3.00-36,VOA,14.54,39.646,76.2,914.4,223.87,open air,,open air,37.74965844,5.914302574,6.4395,28.764461517845177
519,13.8kV_S&C_15507,40995,15507_A01_026,26,VOA-40-6-3.00-27,VOA,14.54,39.646,76.2,685.8,116.93,open air,,open air,38.3944619,4.38573618,4.9275,42.14059693833918
520,13.8kV_S&C_15507,40995,15507_A01_027,27,VOA-40-12-3.00-27,VOA,14.54,39.646,76.2,685.8,219.32,open air,,open air,37.99984992,9.219824346,10.179,46.41163596571221
521,13.8kV_S&C_15507,40995,15507_A01_028,28,VOA-40-6-3.00-18,VOA,14.54,39.646,76.2,457.2,113.34,open air,,open air,39.05792679,7.209105912,8.1135,71.58549497088407
522,13.8kV_S&C_15507,40995,15507_A01_029,29,VOA-40-12-3.00-18,VOA,14.54,39.646,76.2,457.2,221.12,open air,,open air,38.28471256,13.74297705,15.4845,70.02758683068018
523,13.8kV_S&C_15507,40995,15507_A01_030,30,HOA-40-6-3.00-36,HOA,14.54,39.646,76.2,914.4,114.28,open air,,open air,39.14681287,6.544605228,7.641,66.86209310465523
524,13.8kV_S&C_15507,40995,15507_A01_031,31,HOA-40-12-3.00-36,HOA,14.54,39.646,76.2,914.4,221.97,open air,,open air,38.30133537,11.2963919,13.5135,60.879848628193
525,13.8kV_S&C_15507,40995,15507_A01_032,32,HOA-40-6-3.00-27,HOA,14.54,39.646,76.2,685.8,113.68,open air,,open air,39.08857576,11.03901554,13.689,120.41695988740322
526,13.8kV_S&C_15507,40995,15507_A01_033,33,HOA-40-12-3.00-27,HOA,14.54,39.646,76.2,685.8,219.77,open air,,open air,38.26340446,18.03444871,22.167,100.86454020111935
527,13.8kV_S&C_15507,40995,15507_A01_034,34,HOA-40-6-3.00-18,HOA,14.54,42.40666667,76.2,457.2,113.91,open air,,open air,39.04840674,21.81015798,31.08014094,272.8482217540164
528,13.8kV_S&C_15507,40995,15507_A01_035,35,HOA-40-12-3.00-18,HOA,14.54,42.47666667,76.2,457.2,221.5,open air,,open air,38.28920521,31.26165599,43.44368852,196.1340339503386
529,13.8kV_S&C_15507,40995,15507_A01_036,36,HOA-20-6-3.00-36,HOA,14.54,20.32,76.2,914.4,115.6,open air,,open air,19.55385151,2.819390285,3.1185,26.97664359861592
530,13.8kV_S&C_15507,40995,15507_A01_037,37,HOA-20-12-3.00-36,HOA,14.54,20.32,76.2,914.4,220.71,open air,,open air,19.60274678,5.067184001,5.751,26.056816637216258
531,13.8kV_S&C_15507,40995,15507_A01_038,38,HOA-20-6-3.00-27,HOA,14.54,20.32,76.2,685.8,115.66,open air,,open air,19.57469273,4.764515198,5.832,50.42365554210617
532,13.8kV_S&C_15507,40995,15507_A01_039,39,HOA-20-12-3.00-27,HOA,14.54,20.32,76.2,685.8,220.34,open air,,open air,19.79897491,8.680054505,11.259,51.098302623218665
533,13.8kV_S&C_15507,40995,15507_A01_040,40,HOA-20-6-3.00-18,HOA,14.54,20.32,76.2,457.2,115.14,open air,,open air,19.61403647,10.06119468,14.742,128.03543512245963
534,13.8kV_S&C_15507,40995,15507_A01_041,41,HOA-20-12-3.00-18,HOA,14.54,20.32,76.2,457.2,219.85,open air,,open air,19.90657324,16.72865313,23.49,106.84557652945189
535,13.8kV_S&C_15507,40995,15507_A01_042,42,HOA-10-6-3.00-36,HOA,14.83,10.8,76.2,914.4,114.71,open air,,open air,9.922514358,1.617187932,1.7145,14.94638653997036
536,13.8kV_S&C_15507,40995,15507_A01_043,43,HOA-10-12-3.00-36,HOA,14.83,10.8,76.2,914.4,218.33,open air,,open air,9.99403246,2.350243988,2.565,11.748270965968945
537,13.8kV_S&C_15507,40995,15507_A01_044,44,HOA-10-6-3.00-27,HOA,14.83,10.8,76.2,685.8,115.39,open air,,open air,9.921500979,2.028918131,2.349,20.357050004333132
538,13.8kV_S&C_15507,40995,15507_A01_045,45,HOA-10-12-3.00-27,HOA,14.83,10.8,76.2,685.8,218.43,open air,,open air,9.991110352,3.629404417,4.4685,20.457354758961678
539,13.8kV_S&C_15507,40995,15507_A01_046,46,HOA-10-6-3.00-18,HOA,14.83,10.8,76.2,457.2,115.35,open air,,open air,9.926168737,4.1379814,4.9815,43.185955786736024
540,13.8kV_S&C_15507,40995,15507_A01_047,47,HOA-10-12-3.00-18,HOA,14.83,10.8,76.2,457.2,218.11,open air,,open air,9.982230369,65.95947294,10.584,48.525973132822884
541,13.8kV_S&C_15507,40996,15507_A01_048,48,HCB-10-6-3.00-47,HCB,14.83,10.8,76.2,1193.8,111.34,36,36.0,36,9.839501845,1.162928571,1.296,11.640021555595473
542,13.8kV_S&C_15507,40996,15507_A01_049,49,HCB-10-12-3.00-47,HCB,14.83,10.8,76.2,1193.8,216.09,36,36.0,36,9.807527424,2.069357143,2.3355,10.807996668054978
543,13.8kV_S&C_15507,40996,15507_A01_050,50,HCB-10-6-3.00-39,HCB,14.83,10.8,76.2,990.6,111.43,36,36.0,36,9.852308353,1.584152702,1.7955,16.113254958269767
544,13.8kV_S&C_15507,40996,15507_A01_051,51,HCB-10-12-3.00-39,HCB,14.83,10.8,76.2,990.6,215.53,36,36.0,36,9.845844992,2.835224785,3.24,15.032710063564238
545,13.8kV_S&C_15507,40996,15507_A01_052,52,HCB-10-6-3.00-31,HCB,14.83,10.8,76.2,787.4,112.07,36,36.0,36,9.865863178,2.394091321,2.5785,23.007941465155707
546,13.8kV_S&C_15507,40996,15507_A01_053,53,HCB-10-12-3.00-31,HCB,14.83,10.8,76.2,787.4,215.66,36,36.0,36,9.883877701,5.497364198,6.075,28.169340628767504
547,13.8kV_S&C_15507,40996,15507_A01_054,54,HCB-20-6-3.00-47,HCB,14.54,20.32,76.2,1193.8,112.44,36,36.0,36,19.65425256,2.349393663,2.6055,23.172358591248667
548,13.8kV_S&C_15507,40996,15507_A01_055,55,HCB-20-12-3.00-47,HCB,14.54,20.32,76.2,1193.8,218.33,36,36.0,36,19.81272577,4.805871914,5.2245,23.92937296752622
549,13.8kV_S&C_15507,40996,15507_A01_056,56,HCB-20-6-3.00-39,HCB,14.54,20.32,76.2,990.6,112.31,36,36.0,36,19.69323106,3.295692253,3.564,31.733594515181192
550,13.8kV_S&C_15507,40996,15507_A01_057,57,HCB-20-12-3.00-39,HCB,14.54,20.32,76.2,990.6,217.43,36,36.0,36,19.9137462,7.975139914,8.8155,40.544083153198734
551,13.8kV_S&C_15507,40996,15507_A01_058,58,HCB-20-6-3.00-31,HCB,14.54,20.32,76.2,787.4,112.85,36,36.0,36,19.75596212,4.975938369,5.913,52.39698715108552
552,13.8kV_S&C_15507,40996,15507_A01_059,59,HCB-20-12-3.00-31,HCB,14.54,20.32,76.2,787.4,215.73,36,36.0,36,20.07212897,11.53656574,13.3515,61.88986232790989
553,13.8kV_S&C_15507,40996,15507_A01_060,60,HCB-40-6-3.00-47,HCB,14.54,39.646,76.2,1193.8,113.57,36,36.0,36,39.09718568,5.022601613,5.751,50.638372809720885
554,13.8kV_S&C_15507,40996,15507_A01_061,61,HCB-40-12-3.00-47,HCB,14.54,39.646,76.2,1193.8,218.45,36,36.0,36,38.35333181,9.76270719,10.935,50.05722133211261
555,13.8kV_S&C_15507,40996,15507_A01_062,62,HCB-40-6-3.00-39,HCB,14.54,39.646,76.2,990.6,113.52,36,36.0,36,39.0531545,6.277884091,7.236,63.74207188160677
556,13.8kV_S&C_15507,40996,15507_A01_063,63,HCB-40-12-3.00-39,HCB,14.54,42.39333333,76.2,990.6,221.55,36,36.0,36,38.27888571,12.24098495,14.28993125,64.49980252764612
557,13.8kV_S&C_15507,40996,15507_A01_064,64,HCB-40-6-3.00-31,HCB,14.54,42.40333333,76.2,787.4,114.01,36,36.0,36,39.07842945,12.12333873,14.21377017,124.6712583983861
558,13.8kV_S&C_15507,40996,15507_A01_065,65,HCB-40-6-3.00-31,HCB,14.54,39.646,76.2,787.4,113.68,36,36.0,36,39.17050338,12.18199498,14.2695,125.52339901477832
559,13.8kV_S&C_15507,40996,15507_A01_066,66,HCB-40-12-3.00-31,HCB,14.54,39.646,76.2,787.4,219.7,36,36.0,36,38.30352948,24.04377714,27.756,126.33591260810195
560,13.8kV_S&C_15507,40997,15507_A01_068,68,VCB-40-6-3.00-47,VCB,14.54,42.0,76.2,1193.8,113.41,36,36.0,36,39.17006864,2.127113746,2.295,20.236310730976104
561,13.8kV_S&C_15507,40997,15507_A01_069,69,VCB-40-12-3.00-47,VCB,14.54,42.0,76.2,1193.8,221.2,36,36.0,36,38.40811135,4.121785339,4.374,19.77396021699819
562,13.8kV_S&C_15507,40997,15507_A01_070,70,VCB-40-6-3.00-39,VCB,14.54,42.0,76.2,990.6,113.55,36,36.0,36,39.1073959,2.769250167,3.1995,28.177014531043596
563,13.8kV_S&C_15507,40997,15507_A01_071,71,VCB-40-12-3.00-39,VCB,14.54,42.0,76.2,990.6,221.49,36,36.0,36,38.28842656,5.217228956,6.939,31.328728159284843
564,13.8kV_S&C_15507,40997,15507_A01_072,72,VCB-40-6-3.00-31,VCB,14.54,42.0,76.2,787.4,114.07,36,36.0,36,39.14405917,3.262034671,3.7935,33.25589550276146
565,13.8kV_S&C_15507,40997,15507_A01_073,73,VCB-40-12-3.00-31,VCB,14.54,42.0,76.2,787.4,221.29,36,36.0,36,38.34758295,5.794939682,7.479,33.79727958787112
566,13.8kV_S&C_15507,40997,15507_A01_074,74,VCB-20-6-3.00-47,VCB,14.54,20.4,76.2,1193.8,112.61,36,36.0,36,19.51674834,1.188252771,1.458,12.947340378296776
567,13.8kV_S&C_15507,40997,15507_A01_075,75,VCB-20-12-3.00-47,VCB,14.54,20.60333333,76.2,1193.8,216.63,36,36.0,36,19.54254336,3.218888294,4.617757814,21.316335752204218
568,13.8kV_S&C_15507,40997,15507_A01_076,76,VCB-20-12-3.00-47,VCB,14.54,20.4,76.2,1193.8,217.59,36,36.0,36,19.4969632,2.153648885,2.376,10.919619467806424
569,13.8kV_S&C_15507,40997,15507_A01_077,77,VCB-20-6-3.00-39,VCB,14.54,20.4,76.2,990.6,112.76,36,36.0,36,19.51063072,1.422468186,1.593,14.127350124157502
570,13.8kV_S&C_15507,40997,15507_A01_078,78,VCB-20-12-3.00-39,VCB,14.54,20.4,76.2,990.6,216.61,36,36.0,36,19.55120092,2.971830906,3.4965,16.14191403905637
571,13.8kV_S&C_15507,40997,15507_A01_079,79,VCB-20-6-3.00-31,VCB,14.54,20.4,76.2,787.4,112.22,36,36.0,36,19.5430354,1.899171471,2.1465,19.127606487257175
572,13.8kV_S&C_15507,40997,15507_A01_080,80,VCB-20-12-3.00-31,VCB,14.54,20.4,76.2,787.4,217.08,36,36.0,36,19.80492093,,4.104,18.90547263681592
573,13.8kV_S&C_15507,40997,15507_A01_081,81,VCB-10-6-3.00-47,VCB,14.83,10.7,76.2,1193.8,112.37,36,36.0,36,9.98211487,0.591055039,0.7425,6.607635489899439
574,13.8kV_S&C_15507,40997,15507_A01_082,82,VCB-10-12-3.00-47,VCB,14.83,10.7,76.2,1193.8,215.46,36,36.0,36,9.91417266,1.108290952,1.323,6.140350877192982
575,13.8kV_S&C_15507,40997,15507_A01_083,83,VCB-10-6-3.00-39,VCB,14.83,10.7,76.2,990.6,111.77,36,36.0,36,9.865328585,0.694984921,0.945,8.454862664400107
576,13.8kV_S&C_15507,40997,15507_A01_084,84,VCB-10-12-3.00-39,VCB,14.83,10.7,76.2,990.6,216.21,36,36.0,36,9.94710041,1.46076092,1.701,7.867351186346609
577,13.8kV_S&C_15507,40997,15507_A01_085,85,VCB-10-6-3.00-31,VCB,14.83,10.7,76.2,787.4,111.93,36,36.0,36,9.8895628,1.061321667,1.404,12.54355400696864
578,13.8kV_S&C_15507,40997,15507_A01_086,86,VCB-10-12-3.00-31,VCB,14.83,10.7,76.2,787.4,215.22,36,36.0,36,9.976989492,1.769167496,2.133,9.910788960133816
579,13.8kV_S&C_15507,40998,15507_A01_088,88,VCBB-10-6-3.00-47,VCBB,14.83,10.7,76.2,1193.8,111.11,36,36.0,36,9.776611471,0.531282791,0.848,7.632076320763208
580,13.8kV_S&C_15507,40998,15507_A01_089,89,VCBB-10-12-3.00-47,VCBB,14.83,10.7,76.2,1193.8,215.87,36,36.0,36,9.746277633,1.116866273,1.792,8.3012924445268
581,13.8kV_S&C_15507,40998,15507_A01_090,90,VCBB-10-6-3.00-39,VCBB,14.83,10.7,76.2,990.6,113.22,36,36.0,36,9.807315464,0.783502263,0.72,6.359300476947535
582,13.8kV_S&C_15507,40998,15507_A01_091,91,VCBB-10-12-3.00-39,VCBB,14.83,10.7,76.2,990.6,215.03,36,36.0,36,9.798253098,1.677489999,2.688,12.500581314235223
583,13.8kV_S&C_15507,40998,15507_A01_092,92,VCBB-10-6-3.00-31,VCBB,14.83,10.7,76.2,787.4,111.73,36,36.0,36,9.816537211,1.076992475,1.728,15.465855186610579
584,13.8kV_S&C_15507,40998,15507_A01_093,93,VCBB-10-12-3.00-31,VCBB,14.83,10.7,76.2,787.4,215.44,36,36.0,36,9.833326983,1.979065014,3.168,14.704790196806536
585,13.8kV_S&C_15507,40998,15507_A01_094,94,VCBB-20-6-3.00-47,VCBB,14.54,20.4,76.2,1193.8,111.89,36,36.0,36,19.58053506,1.090746549,1.744,15.586736973813567
586,13.8kV_S&C_15507,40998,15507_A01_095,95,VCBB-20-12-3.00-47,VCBB,14.54,20.4,76.2,1193.8,215.19,36,36.0,36,19.79638908,2.668982732,4.272,19.852223616339053
587,13.8kV_S&C_15507,40998,15507_A01_096,96,VCBB-20-6-3.00-39,VCBB,14.54,20.4,76.2,990.6,112.34,36,36.0,36,19.63843578,1.43927848,2.304,20.509168595335588
588,13.8kV_S&C_15507,40998,15507_A01_097,97,VCBB-20-12-3.00-39,VCBB,14.54,20.4,76.2,990.6,216.24,36,36.0,36,19.83599668,3.762024133,6.016,27.820939696633367
589,13.8kV_S&C_15507,40998,15507_A01_098,98,VCBB-20-6-3.00-31,VCBB,14.54,20.4,76.2,787.4,112.56,36,36.0,36,19.51160499,2.115724493,3.392,30.13503909026297
590,13.8kV_S&C_15507,40998,15507_A01_099,99,VCBB-20-12-3.00-31,VCBB,14.54,20.4,76.2,787.4,217.32,36,36.0,36,19.52054853,4.910897869,7.856,36.14945702190318
591,13.8kV_S&C_15507,40998,15507_A01_100,100,VCBB-40-6-3.00-47,VCBB,14.54,42.0,76.2,1193.8,111.56,36,36.0,36,39.20784605,3.353012122,5.36,48.04589458587308
592,13.8kV_S&C_15507,40998,15507_A01_101,101,VCBB-40-12-3.00-47,VCBB,14.54,42.0,76.2,1193.8,218.18,36,36.0,36,38.37927321,6.614816414,10.576,48.47373728114401
593,13.8kV_S&C_15507,40998,15507_A01_102,102,VCBB-40-6-3.00-39,VCBB,14.54,42.0,76.2,990.6,113.44,36,36.0,36,39.21178264,4.723316395,7.552,66.57263751763045
594,13.8kV_S&C_15507,40998,15507_A01_103,103,VCBB-40-12-3.00-39,VCBB,14.54,42.0,76.2,990.6,221.17,36,36.0,36,38.38348718,8.490630631,13.584,61.41881810372112
595,13.8kV_S&C_15507,40998,15507_A01_104,104,VCBB-40-6-3.00-31,VCBB,14.54,42.0,76.2,787.4,112.12,36,36.0,36,39.18331814,6.15085407,9.84,87.76311095255083
596,13.8kV_S&C_15507,40998,15507_A01_105,105,VCBB-40-12-3.00-31,VCBB,14.54,42.0,76.2,787.4,218.97,36,36.0,36,38.44074466,12.06538711,19.312,88.19472987167192
597,13.8kV_S&C_15593,41064,15593_A01_032,32,VOA - 2.5 - 12 - 4 -36,VOA,14.16,2.703,101.6,914.4,241.61,open air,,open air,2.594335467,0.338887405,0.5805,2.4026323413765986
598,13.8kV_S&C_15593,41064,15593_A01_033,33,VOA - 2.5 - 12 - 4 -27,VOA,14.16,2.703,101.6,685.8,238.21,open air,,open air,2.611324326,0.540452656,0.405,1.7001805129927376
599,13.8kV_S&C_15593,41064,15593_A01_034,34,VOA - 2.5 - 12 - 4 -18,VOA,14.16,2.703,101.6,457.2,221.16,open air,,open air,2.657859091,0.748309336,0.82,3.707722915536263
600,13.8kV_S&C_15593,41064,15593_A01_036,36,VOA - 1- 12 - 4 -18,VOA,14.16,1.136,101.6,457.2,212.46,open air,,open air,1.115072699,0.450239886,0.41175,1.9380118610561987
601,13.8kV_S&C_15593,41064,15593_A01_037,37,VOA - 1- 12 - 4 -27,VOA,14.16,1.136,101.6,685.8,214.5,open air,,open air,1.114381709,0.290401987,0.66825,3.1153846153846154
602,13.8kV_S&C_15593,41064,15593_A01_038,38,VOA - 1- 12 - 4 -36,VOA,14.16,1.136,101.6,914.4,242.02,open air,,open air,1.094543244,0.210451725,0.8235,3.402611354433518
603,13.8kV_S&C_15593,41064,15593_A01_039,39,VOA - 10- 12 - 6 -36,VOA,14.16,10.076,152.4,914.4,209.02,open air,,open air,9.91040865,1.342476238,1.431,6.846234810066022
604,13.8kV_S&C_15593,41064,15593_A01_040,40,VOA - 10- 12 - 6 -27,VOA,14.16,10.076,152.4,685.8,209.11,open air,,open air,9.919383858,2.301983687,2.565,12.26627134044283
605,13.8kV_S&C_15593,41064,15593_A01_041,41,VOA - 10- 12 - 6 -18,VOA,14.16,10.6,152.4,457.2,200.88,open air,,open air,9.945688403,4.128637687,4.763574503,23.7135329699323
606,13.8kV_S&C_15593,41064,15593_A01_042,42,VOA -20- 12 - 6 -18,VOA,14.16,21.3,152.4,457.2,203.35,open air,,open air,19.92967201,9.04356186,10.56735297,51.9663288418982
607,13.8kV_S&C_15593,41064,15593_A01_043,43,VOA -20- 12 - 6 -27,VOA,14.16,20.08,152.4,685.8,211.31,open air,,open air,19.95238385,4.841941215,5.1165,24.213241209597275
608,13.8kV_S&C_15593,41064,15593_A01_044,44,VOA -20- 12 - 6 -36,VOA,14.16,20.08,152.4,914.4,211.08,open air,,open air,19.93544391,20.83333447,2.943,13.9425810119386
609,13.8kV_S&C_15593,41065,15593_A01_045,45,VOA -40- 12 - 6 -36,VOA,13.9,38.958,152.4,914.4,217.47,open air,,open air,37.34877287,6.664003237,7.56,34.76341564353704
610,13.8kV_S&C_15593,41065,15593_A01_046,46,VOA -40- 12 - 6 -27,VOA,13.9,38.958,152.4,685.8,218.68,open air,,open air,37.26681781,9.31284893,10.449,47.782147430034755
611,13.8kV_S&C_15593,41065,15593_A01_047,47,VOA -40- 12 - 6 -18,VOA,13.9,38.958,152.4,457.2,208.02,open air,,open air,37.38680011,13.98358132,16.281,78.2665128353043
612,13.8kV_S&C_15593,41065,15593_A01_048,48,HOA -40- 12 - 6 -36,HOA,13.9,38.958,152.4,914.4,211.29,open air,,open air,37.34483239,14.83027888,17.226,81.5277580576459
613,13.8kV_S&C_15593,41065,15593_A01_049,49,HOA -40- 12 - 6 -27,HOA,13.9,38.958,152.4,685.8,211.19,open air,,open air,37.34235795,24.49251714,28.728,136.02916804772954
614,13.8kV_S&C_15593,41065,15593_A01_050,50,HOA -40- 12 - 6 -18,HOA,13.9,38.958,152.4,457.2,211.17,open air,,open air,37.34960015,42.03501395,54.675,258.91461855377185
615,13.8kV_S&C_15593,41065,15593_A01_051,51,HOA -20- 12 - 6 -18,HOA,14.16,20.08,152.4,457.2,206.77,open air,,open air,18.17097392,21.47573557,30.24,146.24945591720268
616,13.8kV_S&C_15593,41065,15593_A01_052,52,HOA -20- 12 - 6 -27,HOA,14.16,20.08,152.4,685.8,208.2,open air,,open air,19.30086899,11.21472928,13.2975,63.86887608069164
617,13.8kV_S&C_15593,41065,15593_A01_053,53,HOA -20- 12 - 6 -36,HOA,14.16,20.08,152.4,914.4,207.21,open air,,open air,19.42104648,6.647136401,7.83,37.78775155639207
618,13.8kV_S&C_15593,41065,15593_A01_054,54,HOA -10- 12 - 6 -36,HOA,14.16,10.076,152.4,914.4,212.3,open air,,open air,9.887556631,3.41912549,3.9015,18.377296278850682
619,13.8kV_S&C_15593,41065,15593_A01_055,55,HOA -10- 12 - 6 -27,HOA,14.16,10.076,152.4,685.8,212.3,open air,,open air,9.889223931,5.516266953,6.5205,30.713612812058408
620,13.8kV_S&C_15593,41065,15593_A01_056,56,HOA -10- 12 - 6 -18,HOA,14.16,10.076,152.4,457.2,205.43,open air,,open air,9.909983912,12.12904476,16.3485,79.58185269921627
621,13.8kV_S&C_15593,41065,15593_A01_057,57,HOA -2.5- 12 - 4 -18,HOA,14.16,2.703,101.6,457.2,210.92,open air,,open air,2.654121375,2.901818856,4.185,19.84164612175232
622,13.8kV_S&C_15593,41065,15593_A01_058,58,HOA -2.5- 12 - 4 -27,HOA,14.16,2.703,101.6,685.8,210.41,open air,,open air,2.64878995,1.400574453,1.7685,8.405018772872012
623,13.8kV_S&C_15593,41065,15593_A01_059,59,HOA -2.5- 12 - 4 -36,HOA,14.16,2.703,101.6,914.4,211.79,open air,,open air,2.655479036,0.704172322,0.999,4.716936588129752
624,13.8kV_S&C_15593,41065,15593_A01_060,60,HOA -1- 12 - 4 -36,HOA,14.16,1.136,101.6,914.4,227.83,open air,,open air,1.105546376,0.234931338,0.378,1.6591318088048106
625,13.8kV_S&C_15593,41065,15593_A01_061,61,HOA -1- 12 - 4 -27,HOA,14.16,1.136,101.6,685.8,228.02,open air,,open air,1.105953874,0.669102615,0.8505,3.729935970528901
626,13.8kV_S&C_15593,41065,15593_A01_062,62,HOA -1- 12 - 4 -18,HOA,14.16,1.136,101.6,457.2,227.93,open air,,open air,1.108856851,1.233056519,1.8225,7.995875926819638
627,13.8kV_S&C_15593,41065,15593_A01_063,63,HCB -1- 12 - 4 -31,HCB,14.16,1.136,101.6,787.4,228.34,36,36.0,36,1.105968763,0.479506036,0.648,2.8378733467635984
628,13.8kV_S&C_15593,41065,15593_A01_064,64,HCB -1- 12 - 4 -39,HCB,14.16,1.136,101.6,990.6,227.67,36,36.0,36,1.10480534,0.275491559,0.351,1.5417050994860984
