seq,Lab,Test Date,Trace/ID,Trace/ID_1,Test_Description,config,Voc,Ibf,gap_mm,D_mm,t,width_in,height_in,depth_in,Iameas,IEAve,IEmeas,IErate
980,0.6kV_Kinetrics,40940,K-016084-728,K-016084-728,VCB-20-12-2-18,VCB,0.61,20.02,50.8,457.2,205.0,20,20.0,20,15.95379647,7.4,12.4,60.487804878048784
981,0.6kV_Kinetrics,40941,K-016084-729,K-016084-729,VCB-20-6-1.25-36,VCB,0.61,20.02,31.75,914.4,106.6666667,20,20.0,20,17.09924862,1.057142857,1.34,12.562499996074221
982,0.6kV_Kinetrics,40941,K-016084-730,K-016084-730,VCB-20-12-1.25-36,VCB,0.61,20.02,31.75,914.4,206.6666667,20,20.0,20,17.26406815,2.871428571,3.48,16.83870967470343
983,0.6kV_Kinetrics,40941,K-016084-731,K-016084-731,VCB-20-6-1.25-27,VCB,0.61,20.02,31.75,685.8,106.6666667,20,20.0,20,17.08694037,1.642857143,2.11,19.78124999381836
984,0.6kV_Kinetrics,40941,K-016084-732,K-016084-732,VCB-20-12-1.25-27,VCB,0.61,20.02,31.75,685.8,206.6666667,20,20.0,20,17.19222546,4.714285714,5.77,27.91935483420655
985,0.6kV_Kinetrics,40941,K-016084-733,K-016084-733,VCB-20-6-1.25-18,VCB,0.61,20.02,31.75,457.2,106.6666667,20,20.0,20,17.11137601,4.5,5.85,54.84374998286133
986,0.6kV_Kinetrics,40941,K-016084-734,K-016084-734,VCB-20-12-1.25-18,VCB,0.61,20.02,31.75,457.2,206.6666667,20,20.0,20,16.96152918,6.95,13.0,62.90322579630593
987,0.6kV_Kinetrics,40941,K-016084-735,K-016084-735,VCBB-20-6-1.25-36,VCBB,0.61,20.02,31.75,914.4,106.8333333,20,20.0,20,18.08522262,0.485714286,1.77,16.567862719677958
988,0.6kV_Kinetrics,40941,K-016084-736,K-016084-736,VCBB-20-12-1.25-36,VCBB,0.61,20.02,31.75,914.4,107.0,20,20.0,20,17.79804163,1.528571429,3.1871,29.785981308411216
989,0.6kV_Kinetrics,40941,K-016084-737,K-016084-737,VCBB-20-6-1.25-27,VCBB,0.61,20.02,31.75,685.8,206.6666667,20,20.0,20,11.23738668,0.885714286,2.4,11.612903223933403
990,0.6kV_Kinetrics,40941,K-016084-738,K-016084-738,VCBB-20-12-1.25-27,VCBB,0.61,20.02,31.75,685.8,107.0,20,20.0,20,17.85622449,2.1,5.3,49.53271028037383
991,0.6kV_Kinetrics,40941,K-016084-739,K-016084-739,VCBB-20-6-1.25-18,VCBB,0.61,20.02,31.75,457.2,107.0,20,20.0,20,18.05239579,1.528571429,2.2,20.560747663551403
992,0.6kV_Kinetrics,40941,K-016084-740,K-016084-740,VCBB-20-12-1.25-18,VCBB,0.61,20.02,31.75,457.2,206.6666667,20,20.0,20,17.75570337,3.4,6.4,30.967741930489076
993,0.6kV_Kinetrics,40941,K-016084-741,K-016084-741,VCBB-20-12-1.25-18,VCBB,0.61,20.02,31.75,457.2,200.0,20,20.0,20,17.89434623,7.6,9.5,47.5
994,0.6kV_Kinetrics,40941,K-016084-742,K-016084-742,VCBB-20-6-0.5-36,VCBB,0.61,20.02,12.7,914.4,107.0,20,20.0,20,18.38141498,0.571428571,1.89,17.66355140186916
995,0.6kV_Kinetrics,40941,K-016084-743,K-016084-743,VCBB-20-12-0.5-36,VCBB,0.61,20.02,12.7,914.4,206.6666667,20,20.0,20,18.14804662,1.942857143,3.0458,14.737741933106815
996,0.6kV_Kinetrics,40941,K-016084-744,K-016084-744,VCBB-20-6-0.5-27,VCBB,0.61,20.02,12.7,685.8,107.3333333,20,20.0,20,18.28135775,1.171428571,1.8369,17.113975160594403
997,0.6kV_Kinetrics,40941,K-016084-745,K-016084-745,VCBB-20-12-0.5-27,VCBB,0.61,20.02,12.7,685.8,206.6666667,20,20.0,20,18.02139119,3.757142857,5.9032,28.563870963134857
998,0.6kV_Kinetrics,40941,K-016084-746,K-016084-746,VCBB-20-6-0.5-18,VCBB,0.61,20.02,12.7,457.2,108.0,20,20.0,20,18.37506337,2.485714286,5.91,54.72222222222222
999,0.6kV_Kinetrics,40941,K-016084-747,K-016084-747,VCBB-20-12-0.5-18,VCBB,0.61,20.02,12.7,457.2,206.6666667,20,20.0,20,18.02080217,7.857142857,12.3402,59.71064515165957
1000,0.6kV_Kinetrics,40941,K-016084-748,K-016084-748,VCB-20-6-0.5-36,VCB,0.61,20.02,12.7,914.4,107.8333333,20,20.0,20,17.82437798,0.7,0.9,8.346213294697439
1001,0.6kV_Kinetrics,40941,K-016084-749,K-016084-749,VCB-20-6-0.5-36,VCB,0.61,20.02,12.7,914.4,107.8333333,20,20.0,20,17.80128653,0.914285714,1.07,9.92272025036251
1002,0.6kV_Kinetrics,40941,K-016084-750,K-016084-750,VCB-20-12-0.5-36,VCB,0.61,20.02,12.7,914.4,208.3333333,20,20.0,20,17.97264129,1.442857143,1.71,8.208000001313279
1003,0.6kV_Kinetrics,40941,K-016084-751,K-016084-751,VCB-20-6-0.5-27,VCB,0.61,20.02,12.7,685.8,108.0,20,20.0,20,17.53227131,1.328571429,1.82,16.851851851851855
1004,0.6kV_Kinetrics,40941,K-016084-752,K-016084-752,VCB-20-12-0.5-27,VCB,0.61,20.02,12.7,685.8,208.3333333,20,20.0,20,17.89437639,3.185714286,3.94,18.91200000302592
1005,0.6kV_Kinetrics,40941,K-016084-753,K-016084-753,VCB-20-6-0.5-18,VCB,0.61,20.02,12.7,457.2,107.8333333,20,20.0,20,17.47946985,2.814285714,3.85,35.70324576065015
1006,0.6kV_Kinetrics,40941,K-016084-754,K-016084-754,VCB-20-12-0.5-18,VCB,0.61,20.02,12.7,457.2,208.3333333,20,20.0,20,17.80923449,5.842857143,7.89,37.872000006059515
1007,0.6kV_Kinetrics,40942,K-016084-760,K-016084-760,VCBB-40-6-0.5-36,VCBB,0.61,36.67,12.7,914.4,107.3333333,20,20.0,20,31.47101583,2.114285714,3.3127,30.86366460585828
1008,0.6kV_Kinetrics,40942,K-016084-761,K-016084-761,VCBB-40-12-0.5-36,VCBB,0.61,36.67,12.7,914.4,206.6666667,20,20.0,20,30.88679012,5.728571429,8.9961,43.52951612201137
1009,0.6kV_Kinetrics,40942,K-016084-762,K-016084-762,VCBB-40-6-0.5-27,VCBB,0.61,36.67,12.7,685.8,107.3333333,20,20.0,20,31.21221665,3.757142857,5.9032,54.99875778105552
1010,0.6kV_Kinetrics,40942,K-016084-763,K-016084-763,VCBB-40-12-0.5-27,VCBB,0.61,36.67,12.7,685.8,208.3333333,20,20.0,20,30.7395963,8.028571429,12.6071,60.51408000968226
1011,0.6kV_Kinetrics,40942,K-016084-764,K-016084-764,VCBB-40-6-0.5-18,VCBB,0.61,36.67,12.7,457.2,107.5,20,20.0,20,32.03690695,7.05,11.7593,109.38883720930232
1012,0.6kV_Kinetrics,40942,K-016084-765,K-016084-765,VCBB-40-12-0.5-18,VCBB,0.61,36.67,12.7,457.2,206.6666667,20,20.0,20,31.75665146,9.8,22.0271,106.58274191829311
1013,0.6kV_Kinetrics,40942,K-016084-766,K-016084-766,VCB-40-6-0.5-36,VCB,0.61,36.67,12.7,914.4,107.3333333,20,20.0,20,30.61565342,1,1.2,11.180124227074572
1014,0.6kV_Kinetrics,40942,K-016084-767,K-016084-767,VCB-40-12-0.5-36,VCB,0.61,36.67,12.7,914.4,206.6666667,20,20.0,20,32.00400748,4.028571429,5.0,24.19354838319459
1015,0.6kV_Kinetrics,40942,K-016084-768,K-016084-768,VCB-40-12-0.5-36,VCB,0.61,36.67,12.7,914.4,206.6666667,20,20.0,20,30.83849821,2.8,3.16,15.29032257817898
1016,0.6kV_Kinetrics,40942,K-016084-769,K-016084-769,VCB-40-6-0.5-27,VCB,0.61,36.67,12.7,685.8,107.3333333,20,20.0,20,30.76337148,2.042857143,2.43,22.63975155982601
1017,0.6kV_Kinetrics,40942,K-016084-770,K-016084-770,VCB-40-12-0.5-27,VCB,0.61,36.67,12.7,685.8,206.6666667,20,20.0,20,30.97997649,4.885714286,5.41,26.177419350616546
1018,0.6kV_Kinetrics,40942,K-016084-771,K-016084-771,VCB-40-6-0.5-18,VCB,0.61,36.67,12.7,457.2,107.3333333,20,20.0,20,31.16887608,3.6,4.7,43.788819889375404
1019,0.6kV_Kinetrics,40942,K-016084-772,K-016084-772,VCB-40-12-0.5-18,VCB,0.61,36.67,12.7,457.2,208.3333333,20,20.0,20,30.95488295,6.766666667,8.51,40.84800000653568
1020,0.6kV_Kinetrics,40945,K-016084-773,K-016084-773,VCB-40-6-1.25-36,VCB,0.61,36.67,31.75,914.4,107.5,20,20.0,20,28.12508541,1.314285714,1.52,14.13953488372093
1021,0.6kV_Kinetrics,40945,K-016084-774,K-016084-774,VCB-40-12-1.25-36,VCB,0.61,36.67,31.75,914.4,208.3333333,20,20.0,20,29.76908205,3.985714286,4.92,23.61600000377856
1022,0.6kV_Kinetrics,40945,K-016084-775,K-016084-775,VCB-40-6-1.25-27,VCB,0.61,36.67,31.75,685.8,107.1666667,20,20.0,20,27.92569997,2.6,3.11,29.02021772036696
1023,0.6kV_Kinetrics,40945,K-016084-776,K-016084-776,VCB-40-12-1.25-27,VCB,0.61,36.67,31.75,685.8,206.6666667,20,20.0,20,28.14256327,5.457142857,6.01,29.080645156599896
1024,0.6kV_Kinetrics,40945,K-016084-777,K-016084-777,VCB-40-6-1.25-18,VCB,0.61,36.67,31.75,457.2,106.8333333,20,20.0,20,28.0248132,4.6,6.61,61.87207490230018
1025,0.6kV_Kinetrics,40945,K-016084-778,K-016084-778,VCB-40-12-1.25-18,VCB,0.61,36.67,31.75,457.2,208.3333333,20,20.0,20,28.12487328,6.825,14.2,68.16000001090559
1026,0.6kV_Kinetrics,40945,K-016084-779,K-016084-779,VCBB-40-6-1.25-36,VCBB,0.61,36.67,31.75,914.4,107.5,20,20.0,20,30.10854248,1.485714286,1.8,16.74418604651163
1027,0.6kV_Kinetrics,40945,K-016084-780,K-016084-780,VCBB-40-6-1.25-36,VCBB,0.61,36.67,31.75,914.4,107.5,20,20.0,20,29.98984586,1.885714286,2.9673,27.60279069767442
1028,0.6kV_Kinetrics,40945,K-016084-781,K-016084-781,VCBB-40-12-1.25-36,VCBB,0.61,36.67,31.75,914.4,206.6666667,20,20.0,20,29.46904792,4.8,7.536,36.46451612315088
1029,0.6kV_Kinetrics,40945,K-016084-782,K-016084-782,VCBB-40-6-1.25-27,VCBB,0.61,36.67,31.75,685.8,107.5,20,20.0,20,30.07455148,3.585714286,5.6363,52.43069767441861
1030,0.6kV_Kinetrics,40945,K-016084-783,K-016084-783,VCBB-40-12-1.25-27,VCBB,0.61,36.67,31.75,685.8,206.6666667,20,20.0,20,29.62957476,8.514285714,13.3607,64.64854837666958
1031,0.6kV_Kinetrics,40945,K-016084-784,K-016084-784,VCBB-40-6-1.25-18,VCBB,0.61,36.67,31.75,457.2,107.3333333,20,20.0,20,30.00635866,7.52,13.7532,128.13540376650167
1032,0.6kV_Kinetrics,40945,K-016084-785,K-016084-785,VCBB-40-12-1.25-18,VCBB,0.61,36.67,31.75,457.2,206.6666667,20,20.0,20,29.37316792,,25.8893,125.27080643140792
1033,0.6kV_Kinetrics,40945,K-016084-786,K-016084-786,VCBB-40-6-2-36,VCBB,0.61,36.67,50.8,914.4,107.1666667,20,20.0,20,29.39058875,2.271428571,3.5639,33.25567650598579
1034,0.6kV_Kinetrics,40945,K-016084-787,K-016084-787,VCBB-40-12-2-36,VCBB,0.61,36.67,50.8,914.4,206.6666667,20,20.0,20,28.76390569,5.342857143,8.3838,40.566774187005365
1035,0.6kV_Kinetrics,40945,K-016084-788,K-016084-788,VCBB-40-6-2-27,VCBB,0.61,36.67,50.8,685.8,107.3333333,20,20.0,20,29.17423272,4.371428571,6.8609,63.92142859127994
1036,0.6kV_Kinetrics,40945,K-016084-789,K-016084-789,VCBB-40-12-2-27,VCBB,0.61,36.67,50.8,685.8,206.6666667,20,20.0,20,28.60975611,8.45,13.7061,66.31983869898067
1037,0.6kV_Kinetrics,40945,K-016084-790,K-016084-790,VCBB-40-6-2-18,VCBB,0.61,36.67,50.8,457.2,107.3333333,20,20.0,20,29.25318478,8.18,14.1771,132.08478264971578
1038,0.6kV_Kinetrics,40945,K-016084-791,K-016084-791,VCBB-40-12-2-18,VCBB,0.61,36.67,50.8,457.2,206.6666667,20,20.0,20,28.58180164,,27.1139,131.19629030141996
1039,0.6kV_Kinetrics,40945,K-016084-792,K-016084-792,VCB-40-6-2-36,VCB,0.61,36.67,50.8,914.4,106.6666667,20,20.0,20,27.51525776,1.357142857,1.62,15.187499995253908
1040,0.6kV_Kinetrics,40945,K-016084-793,K-016084-793,VCB-40-12-2-36,VCB,0.61,36.67,50.8,914.4,206.6666667,20,20.0,20,27.30921191,3.657142857,4.08,19.741935480686784
1041,0.6kV_Kinetrics,40945,K-016084-794,K-016084-794,VCB-40-6-2-27,VCB,0.61,36.67,50.8,685.8,107.3333333,20,20.0,20,27.26742483,2.471428571,3.0,27.950310567686433
1042,0.6kV_Kinetrics,40945,K-016084-795,K-016084-795,VCB-40-12-2-27,VCB,0.61,36.67,50.8,685.8,206.6666667,20,20.0,20,27.48121516,6.071428571,6.76,32.70967741407908
1043,0.6kV_Kinetrics,40945,K-016084-796,K-016084-796,VCB-40-6-2-18,VCB,0.61,36.67,50.8,457.2,106.8333333,20,20.0,20,27.91013758,5.5,8.17,76.47425899421974
1044,0.6kV_Kinetrics,40945,K-016084-797,K-016084-797,VCB-40-12-2-18,VCB,0.61,36.67,50.8,457.2,206.6666667,20,20.0,20,27.00239781,5.6,18.4,89.03225805015607
1045,0.6kV_Kinetrics,40945,K-016084-800,K-016084-800,VCB-28-6-2-36,VCB,0.61,36.67,50.8,914.4,100.0,20,20.0,20,22.11488031,1.057142857,1.1,11.000000000000002
1046,0.6kV_Kinetrics,40945,K-016084-801,K-016084-801,VCB-28-6-2-27,VCB,0.61,36.67,50.8,685.8,100.0,20,20.0,20,22.46611702,2.014285714,2.4,24.0
1047,0.6kV_Kinetrics,40945,K-016084-802,K-016084-802,VCB-28-6-2-18,VCB,0.61,36.67,50.8,457.2,100.0,20,20.0,20,21.68392073,4.514285714,6.0,60.0
1048,0.6kV_Kinetrics,40946,K-016084-803,K-016084-803,VCBB-28-6-2-36,VCBB,0.61,36.67,50.8,914.4,100.0,20,20.0,20,23.86082148,1.528571429,1.9,19.0
1049,0.6kV_Kinetrics,40946,K-016084-804,K-016084-804,VCBB-28-6-2-27,VCBB,0.61,36.67,50.8,685.8,100.0,20,20.0,20,23.2451312,2.971428571,3.2,32.0
1050,0.6kV_Kinetrics,40946,K-016084-805,K-016084-805,VCBB-28-6-2-18,VCBB,0.61,36.67,50.8,457.2,100.0,20,20.0,20,23.60583926,6.942857143,8.1,81.0
1051,0.6kV_Kinetrics,40946,K-016084-806,K-016084-806,HCB-28-6-2-36,HCB,0.61,20.02,50.8,914.4,100.0,open air,,open air,18.15658811,1.666666667,2.1,21.0
1052,0.6kV_Kinetrics,40946,K-016084-807,K-016084-807,HCB-28-6-2-36,HCB,0.61,20.02,50.8,914.4,100.0,20,20.0,20,18.5233039,1.9,2.0,20.0
1053,0.6kV_Kinetrics,40946,K-016084-808,K-016084-808,HCB-28-6-2-27,HCB,0.61,20.02,50.8,685.8,100.0,20,20.0,20,18.13813688,4.014285714,4.7,47.0
1054,0.6kV_Kinetrics,40946,K-016084-809,K-016084-809,HCB-28-6-2-18,HCB,0.61,20.02,50.8,457.2,100.0,20,20.0,20,18.54668218,9.325,9.9,99.0
1055,0.6kV_Kinetrics,40946,K-016084-810,K-016084-810,HCB-5-6-2-36,HCB,0.61,5.75,50.8,914.4,100.0,20,20.0,20,5.07155414,0.528571429,0.6,6.0
1056,0.6kV_Kinetrics,40946,K-016084-811,K-016084-811,HCB-5-6-2-36,HCB,0.61,5.75,50.8,914.4,107.1666667,20,20.0,20,3.319068407,0.114285714,0.63,5.878693621810672
1057,0.6kV_Kinetrics,40946,K-016084-812,K-016084-812,HCB-5-12-2-36,HCB,0.61,5.75,50.8,914.4,206.6666667,20,20.0,20,4.237909369,0.8,0.95,4.596774192806971
1058,0.6kV_Kinetrics,40946,K-016084-813,K-016084-813,HCB-5-6-2-27,HCB,0.61,5.75,50.8,685.8,105.8333333,20,20.0,20,3.936115222,0.585714286,0.71,6.708661419435798
1059,0.6kV_Kinetrics,40946,K-016084-814,K-016084-814,HCB-5-12-2-27,HCB,0.61,5.75,50.8,685.8,206.6666667,20,20.0,20,4.414759692,1.757142857,2.16,10.451612901540063
1060,0.6kV_Kinetrics,40946,K-016084-815,K-016084-815,HCB-5-6-2-18,HCB,0.61,5.75,50.8,457.2,105.8333333,20,20.0,20,1.606670369,0.3,0.4,3.7795275602455205
1061,0.6kV_Kinetrics,40946,K-016084-816,K-016084-816,HCB-5-6-2-18,HCB,0.61,5.75,50.8,457.2,100.0,20,20.0,20,4.182690302,1.328571429,1.61,16.1
1062,0.6kV_Kinetrics,40946,K-016084-817,K-016084-817,HCB-5-12-2-18,HCB,0.61,5.75,50.8,457.2,206.6666667,20,20.0,20,4.389802323,4.5,5.88,28.451612898636835
1063,0.6kV_Kinetrics,40947,K-016084-818,K-016084-818,HCB-5-6-1.25-36,HCB,0.61,5.75,31.75,914.4,107.1666667,20,20.0,20,4.554806775,0.385714286,0.46,4.292379469893506
1064,0.6kV_Kinetrics,40947,K-016084-819,K-016084-819,HCB-5-12-1.25-36,HCB,0.61,5.75,31.75,914.4,208.3333333,20,20.0,20,4.660176007,1.142857143,1.33,6.384000001021441
1065,0.6kV_Kinetrics,40947,K-016084-820,K-016084-820,HCB-5-6-1.25-27,HCB,0.61,5.75,31.75,685.8,208.3333333,20,20.0,20,2.861685693,0.642857143,0.84,4.03200000064512
1066,0.6kV_Kinetrics,40947,K-016084-821,K-016084-821,HCB-5-12-1.25-27,HCB,0.61,5.75,31.75,685.8,206.6666667,20,20.0,20,4.784387691,1.828571429,2.1,10.161290320941728
1067,0.6kV_Kinetrics,40947,K-016084-822,K-016084-822,HCB-5-6-1.25-18,HCB,0.61,5.75,31.75,457.2,106.1666667,20,20.0,20,4.278469534,1.428571429,1.66,15.635792773740723
1068,0.6kV_Kinetrics,40947,K-016084-823,K-016084-823,HCB-5-12-1.25-18,HCB,0.61,5.75,31.75,457.2,208.3333333,20,20.0,20,4.819364429,4.228571429,5.24,25.152000004024323
1069,0.6kV_Kinetrics,40947,K-016084-824,K-016084-824,HCB-5-6-0.5-36,HCB,0.61,5.75,12.7,914.4,106.6666667,20,20.0,20,5.0678453,0.285714286,0.35,3.281249998974609
1070,0.6kV_Kinetrics,40947,K-016084-825,K-016084-825,HCB-5-12-0.5-36,HCB,0.61,5.75,12.7,914.4,208.3333333,20,20.0,20,5.297894222,1.042857143,1.15,5.5200000008832
1071,0.6kV_Kinetrics,40947,K-016084-826,K-016084-826,HCB-5-6-0.5-27,HCB,0.61,5.75,12.7,685.8,106.1666667,20,20.0,20,5.306869631,0.485714286,0.61,5.745682886736049
1072,0.6kV_Kinetrics,40947,K-016084-827,K-016084-827,HCB-5-12-0.5-27,HCB,0.61,5.75,12.7,685.8,208.3333333,20,20.0,20,5.233098221,1.7,1.88,9.02400000144384
1073,0.6kV_Kinetrics,40947,K-016084-828,K-016084-828,HCB-5-6-0.5-18,HCB,0.61,5.75,12.7,457.2,108.0,20,20.0,20,5.217876923,1.328571429,1.5,13.888888888888888
1074,0.6kV_Kinetrics,40947,K-016084-829,K-016084-829,HCB-5-12-0.5-18,HCB,0.61,5.75,12.7,457.2,208.3333333,20,20.0,20,5.397274504,3.614285714,4.31,20.68800000331008
1075,0.6kV_Kinetrics,40947,K-016084-830,K-016084-830,HCB-20-6-0.5-36,HCB,0.61,20.02,12.7,914.4,107.3333333,20,20.0,20,17.28747585,1.514285714,1.74,16.211180129258132
1076,0.6kV_Kinetrics,40947,K-016084-831,K-016084-831,HCB-20-12-0.5-36,HCB,0.61,20.02,12.7,914.4,208.3333333,20,20.0,20,17.65173841,2.985714286,3.28,15.744000002519039
1077,0.6kV_Kinetrics,40947,K-016084-832,K-016084-832,HCB-20-6-0.5-27,HCB,0.61,20.02,12.7,685.8,107.1666667,20,20.0,20,17.94404414,2.714285714,3.06,28.553654734508974
1078,0.6kV_Kinetrics,40947,K-016084-833,K-016084-833,HCB-20-12-0.5-27,HCB,0.61,20.02,12.7,685.8,208.3333333,20,20.0,20,18.03881054,5.285714286,6.05,29.0400000046464
1079,0.6kV_Kinetrics,40947,K-016084-834,K-016084-834,HCB-20-6-0.5-18,HCB,0.61,20.02,12.7,457.2,107.8333333,20,20.0,20,17.14278132,6.5,7.83,72.61205566386771
1080,0.6kV_Kinetrics,40947,K-016084-835,K-016084-835,HCB-20-12-0.5-18,HCB,0.61,20.02,12.7,457.2,208.3333333,20,20.0,20,17.76845894,,16.4,78.72000001259521
1081,0.6kV_Kinetrics,40947,K-016084-836,K-016084-836,HCB-20-6-1.25-36,HCB,0.61,20.02,31.75,914.4,107.3333333,20,20.0,20,15.67292303,1.542857143,1.66,15.465838514119824
1082,0.6kV_Kinetrics,40947,K-016084-837,K-016084-837,HCB-20-12-1.25-36,HCB,0.61,20.02,31.75,914.4,208.3333333,20,20.0,20,16.77057037,3.042857143,3.1,14.880000002380802
1083,0.6kV_Kinetrics,40947,K-016084-838,K-016084-838,HCB-20-6-1.25-27,HCB,0.61,20.02,31.75,685.8,107.1666667,20,20.0,20,16.08969604,2.942857143,3.39,31.632970441171707
1084,0.6kV_Kinetrics,40947,K-016084-839,K-016084-839,HCB-20-12-1.25-27,HCB,0.61,20.02,31.75,685.8,206.6666667,20,20.0,20,16.46265004,5.657142857,6.38,30.870967736956295
1085,0.6kV_Kinetrics,40947,K-016084-840,K-016084-840,HCB-20-6-1.25-18,HCB,0.61,20.02,31.75,457.2,107.3333333,20,20.0,20,16.20839697,7.557142857,9.12,84.96894412576674
1086,0.6kV_Kinetrics,40947,K-016084-841,K-016084-841,HCB-20-12-1.25-18,HCB,0.61,20.02,31.75,457.2,208.3333333,20,20.0,20,16.90971289,,19.8,95.0400000152064
1087,0.6kV_Kinetrics,40947,K-016084-842,K-016084-842,HCB-20-6-2-36,HCB,0.61,20.02,50.8,914.4,106.6666667,20,20.0,20,14.0373754,1.5,1.72,16.124999994960937
1088,0.6kV_Kinetrics,40947,K-016084-843,K-016084-843,HCB-20-12-2-36,HCB,0.61,20.02,50.8,914.4,206.6666667,20,20.0,20,14.98798421,3.171428571,3.23,15.629032255543706
1089,0.6kV_Kinetrics,40947,K-016084-844,K-016084-844,HCB-20-6-2-27,HCB,0.61,20.02,50.8,685.8,106.8333333,20,20.0,20,13.65533695,3.142857143,3.68,34.44617785786152
1090,0.6kV_Kinetrics,40947,K-016084-845,K-016084-845,HCB-20-12-2-27,HCB,0.61,20.02,50.8,685.8,206.6666667,20,20.0,20,15.16833061,6.728571429,7.9,38.22580644544745
1091,0.6kV_Kinetrics,40947,K-016084-846,K-016084-846,HCB-20-6-2-18,HCB,0.61,20.02,50.8,457.2,107.3333333,20,20.0,20,14.63563624,8.1,9.9,92.23602487336522
1092,0.6kV_Kinetrics,40947,K-016084-847,K-016084-847,HCB-20-12-2-18,HCB,0.61,20.02,50.8,457.2,206.6666667,20,20.0,20,15.56792093,,22.7,109.83870965970343
1093,0.6kV_Kinetrics,40948,K-016084-848,K-016084-848,HCB-40-6-2-36,HCB,0.61,36.67,50.8,914.4,106.1666667,20,20.0,20,21.87439498,2.528571429,2.66,25.054945047078512
1094,0.6kV_Kinetrics,40948,K-016084-849,K-016084-849,HCB-40-12-2-36,HCB,0.61,36.67,50.8,914.4,206.6666667,20,20.0,20,23.52083339,5.185714286,5.57,26.951612898878775
1095,0.6kV_Kinetrics,40948,K-016084-850,K-016084-850,HCB-40-6-2-27,HCB,0.61,36.67,50.8,685.8,106.1666667,20,20.0,20,21.56453391,5.314285714,6.06,57.08006277642698
1096,0.6kV_Kinetrics,40948,K-016084-851,K-016084-851,HCB-40-12-2-27,HCB,0.61,36.67,50.8,685.8,206.6666667,20,20.0,20,23.93398687,,13.7,66.29032256995316
1097,0.6kV_Kinetrics,40948,K-016084-852,K-016084-852,HCB-40-6-2-18,HCB,0.61,36.67,50.8,457.2,106.3333333,20,20.0,20,21.69044078,,0.0,0.0
1098,0.6kV_Kinetrics,40948,K-016084-853,K-016084-853,HCB-40-12-2-18,HCB,0.61,36.67,50.8,457.2,206.6666667,20,20.0,20,24.78111503,,40.1,194.03225803322061
1099,0.6kV_Kinetrics,40948,K-016084-854,K-016084-854,HCB-40-6-1.25-36,HCB,0.61,36.67,31.75,914.4,106.0,20,20.0,20,24.82838098,2.471428571,2.93,27.641509433962266
1100,0.6kV_Kinetrics,40948,K-016084-855,K-016084-855,HCB-40-12-1.25-36,HCB,0.61,36.67,31.75,914.4,206.6666667,20,20.0,20,26.27408235,5.485714286,5.93,28.69354838246878
1101,0.6kV_Kinetrics,40948,K-016084-856,K-016084-856,HCB-40-6-1.25-27,HCB,0.61,36.67,31.75,685.8,106.5,20,20.0,20,25.4679975,5.457142857,6.4,60.09389671361503
1102,0.6kV_Kinetrics,40948,K-016084-857,K-016084-857,HCB-40-12-1.25-27,HCB,0.61,36.67,31.75,685.8,206.6666667,20,20.0,20,26.40086031,,0.0,0.0
1103,0.6kV_Kinetrics,40948,K-016084-858,K-016084-858,HCB-40-6-1.25-18,HCB,0.61,36.67,31.75,457.2,106.6666667,20,20.0,20,26.22251796,,0.0,0.0
1104,0.6kV_Kinetrics,40948,K-016084-859,K-016084-859,HCB-40-12-1.25-18,HCB,0.61,36.67,31.75,457.2,206.6666667,20,20.0,20,27.32314965,,0.0,0.0
1105,0.6kV_Kinetrics,40948,K-016084-860,K-016084-860,HCB-40-6-0.5-36,HCB,0.61,36.67,12.7,914.4,106.6666667,20,20.0,20,29.28684105,2.6,2.86,26.812499991621095
1106,0.6kV_Kinetrics,40948,K-016084-861,K-016084-861,HCB-40-12-0.5-36,HCB,0.61,36.67,12.7,914.4,206.6666667,20,20.0,20,29.08892076,5.114285714,5.42,26.225806447382933
1107,0.6kV_Kinetrics,40948,K-016084-862,K-016084-862,HCB-40-6-0.5-27,HCB,0.61,36.67,12.7,685.8,106.6666667,20,20.0,20,29.16470986,4.657142857,5.33,49.968749984384765
1108,0.6kV_Kinetrics,40948,K-016084-863,K-016084-863,HCB-40-12-0.5-27,HCB,0.61,36.67,12.7,685.8,206.6666667,20,20.0,20,29.25324839,9.9,12.7,61.45161289331425
1109,0.6kV_Kinetrics,40948,K-016084-864,K-016084-864,HCB-40-6-0.5-18,HCB,0.61,36.67,12.7,457.2,100.0,20,20.0,20,29.60448571,,0.0,0.0
1110,0.6kV_Kinetrics,40948,#N/A,K-016084-865,HCB-40-12-0.5-18,HCB,0.61,36.67,12.7,457.2,200.0,20,20.0,20,12.09864948,,0.0,0.0
1111,0.6kV_Kinetrics,40980,K-016084-1728,K-016084-1728,HOA-5-6-0.5-36,HOA,0.61,5.75,12.7,914.4,100.1666667,open air,,open air,4.782855454,0.285714286,0.4,3.993344424627839
1112,0.6kV_Kinetrics,40980,K-016084-1729,K-016084-1729,HOA-5-6-0.5-36,HOA,0.61,5.75,12.7,914.4,107.5,open air,,open air,5.203301136,0.342857143,0.4,3.72093023255814
1113,0.6kV_Kinetrics,40980,K-016084-1732,K-016084-1732,HOA-5-6-0.5-36,HOA,0.61,5.75,12.7,914.4,106.5,open air,,open air,5.214420467,0.314285714,0.36,3.380281690140845
1114,0.6kV_Kinetrics,40980,K-016084-1733,K-016084-1733,HOA-5-12-0.5-36,HOA,0.61,5.75,12.7,914.4,206.6666667,open air,,open air,5.408803596,0.785714286,0.89,4.306451612208637
